Runs,SampleDescription,Initial_desc,Run,LIBRARY_CONSTRUCTION_PROTOCOL,STUDY_ABSTRACT,DESIGN_DESCRIPTION,READ_RUN_INFO,Pubmed ID,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,TaxID,ScientificName,SampleName,CenterName,Submission,RunHash,ReadHash,name_TaxID,Pubmed_ID_pull,PMC,PMC_address
SRR10513980,WT-l-CT4,GSM4188622: WT-l-CT4; Aspergillus fumigatus; RNA-Seq,SRR10513980,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:45:47,43026706,2194362006,0,51,660,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513980/SRR10513980,SRX7202083,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707319,SAMN13352788,746128,Aspergillus fumigatus,GSM4188622,GEO,SRA1001221,38F0B11A82C16583683E2C77662B6965,BC6AD97A71EEDC28C8A76D060C535386,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513979,WT-l-CT3,GSM4188621: WT-l-CT3; Aspergillus fumigatus; RNA-Seq,SRR10513979,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:46:20,39340337,2006357187,0,51,599,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513979/SRR10513979,SRX7202082,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707318,SAMN13352789,746128,Aspergillus fumigatus,GSM4188621,GEO,SRA1001221,C1073B76335BD42A0AADBDEC4122A09C,E2516DB709C7BA0D399664BE18A588E9,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513978,WT-l-CT1,GSM4188620: WT-l-CT1; Aspergillus fumigatus; RNA-Seq,SRR10513978,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:36:06,9228285,470642535,0,51,133,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513978/SRR10513978,SRX7202081,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707317,SAMN13352790,746128,Aspergillus fumigatus,GSM4188620,GEO,SRA1001221,DA03CC26E1BA1A471D1C1CF87877C219,70C30447F0FF2C004F2B4D50F24A5BD4,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513977,WT-l-CR4,GSM4188619: WT-l-CR4; Aspergillus fumigatus; RNA-Seq,SRR10513977,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:46:55,35957491,1833832041,0,51,542,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513977/SRR10513977,SRX7202080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707316,SAMN13352791,746128,Aspergillus fumigatus,GSM4188619,GEO,SRA1001221,5AD2E16877EBA3CC419D175CA7E7B0E8,9E01613BD84B94F67C13D4011F438F5B,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513976,WT-l-CR2,GSM4188618: WT-l-CR2; Aspergillus fumigatus; RNA-Seq,SRR10513976,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:47:12,42375365,2161143615,0,51,658,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513976/SRR10513976,SRX7202079,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707315,SAMN13352792,746128,Aspergillus fumigatus,GSM4188618,GEO,SRA1001221,3DE57DDE1403735706A966AB30FB879D,820E0877392812F47D67BAF29D085AC6,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513975,WT-l-CR1,GSM4188617: WT-l-CR1; Aspergillus fumigatus; RNA-Seq,SRR10513975,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:48:37,49610466,2530133766,0,51,776,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513975/SRR10513975,SRX7202078,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707314,SAMN13352793,746128,Aspergillus fumigatus,GSM4188617,GEO,SRA1001221,3A6275D456AE946AE4C2610358FBFDEE,9EF361E7F4DF8161D96867010EC80F55,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513974,WT-h-CT4,GSM4188616: WT-h-CT4; Aspergillus fumigatus; RNA-Seq,SRR10513974,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:40:19,23685749,1207973199,0,51,358,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513974/SRR10513974,SRX7202077,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707313,SAMN13352755,746128,Aspergillus fumigatus,GSM4188616,GEO,SRA1001221,AEE2A1E74ED5C71AFB2C276F4EED2C40,3FE892F7C3220BC5D4296D05EC020035,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513973,WT-h-CT2,GSM4188615: WT-h-CT2; Aspergillus fumigatus; RNA-Seq,SRR10513973,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:43:14,36333494,1853008194,0,51,565,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513973/SRR10513973,SRX7202076,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707312,SAMN13352756,746128,Aspergillus fumigatus,GSM4188615,GEO,SRA1001221,C5D5E4A534E2FBD10CB158F54D05F77D,9C60324ADF33FA73E80647C58409A888,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513972,WT-h-CT1,GSM4188614: WT-h-CT1; Aspergillus fumigatus; RNA-Seq,SRR10513972,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:40:00,25187711,1284573261,0,51,395,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513972/SRR10513972,SRX7202075,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707311,SAMN13352757,746128,Aspergillus fumigatus,GSM4188614,GEO,SRA1001221,89B829F16C4419037928C6B54820D792,CF9114C1632676A96667F74AFE761216,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513971,WT-h-CR3,GSM4188613: WT-h-CR3; Aspergillus fumigatus; RNA-Seq,SRR10513971,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:39:46,22195363,1131963513,0,51,341,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513971/SRR10513971,SRX7202074,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707310,SAMN13352758,746128,Aspergillus fumigatus,GSM4188613,GEO,SRA1001221,8A1F3DDF2BD2DF5C8E32E41FCF970366,6ECA299AD4E4085CEC15077820F07555,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
SRR10513970,WT-h-CR2,GSM4188612: WT-h-CR2; Aspergillus fumigatus; RNA-Seq,SRR10513970,Mycelium was flash frozen in liquid nitrogen. RNA extraction was carried out using a  phenol-chloroform based method and quality of the total RNA from three independent replicates was checked on the Bioanalyzer system (Agilent) Poly-adenylated RNA purification and indexed libraries were performed using the TruSeq Stranded mRNA Sample preparation kit following the manufacturer's instructions (Illumina).,"Inhibition of fungal growth by Congo Red (CR) has been known for a long time and claimed to be associated to a specific binding to fibrillar chains of ß-1,3-glucans which blocks cell wall polysaccharide synthesis. It has also been suggested that the effect of CR could be pleiotropic, especially because of its oxido-reductive properties. One way to elucidate the mechanism of action of CR is to identify transcription factors (TF) which regulate the response to CR and interrogate their regulon. The analysis of TF mutants with differential sensitivity to CR would be also a way to identify new regulatory pathways involved in cell wall biosynthesis. During the investigation of the sensitivity to CR of a TF mutant library, several mutants either sensitive or resistant to CR were analysed . The morphology of the conidial germination was affected differently by CR in the parental strain and TF mutants. Abnormal distorted swollen conidia called Quasimodo cells were seen in presence of the CR. The size of the Quasimodo cells in the resistant mutants are bigger and adsorb more CR than the germinating conidia of the sensitive or parental strain. This is associated to a difference in permeability of the mutants. The clearing of the drug from the medium by the resistant strain was mainly responsible for the survival and later growth of some of resting conidia of these mutants which did not adsorb intracellularly the drug whereas in the sensitive mutants all conidia adsorbed the drug and were consequently killed. Although there are some modifications of the composition of the cell wall, a transcriptomic analysis of the mutant showed that CR affected many different pathways, including iron and calcium metabolism. Accordingly, the susceptibility to other cell wall drugs of the sensitive and the resistant TF mutants varied with the mutants and not always in connexion with their sensitivity to CR. Interestingly, a new paradoxical effect of the CR was discovered in the resistant mutant since the growth of one of them could be stimulated after recovering from the CR stress. Overall design: Examination of mRNA patterns of 4 transcription factor mutants of Aspergillus fumigatus and its parental strains in presence of 2 concentrations of Congo Red",,,34006660.0,2021-04-26 18:17:21,2019-11-23 01:39:51,21677676,1105561476,0,51,331,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR10513970/SRR10513970,SRX7202073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP231428,PRJNA591130,591130,SRS5707309,SAMN13352759,746128,Aspergillus fumigatus,GSM4188612,GEO,SRA1001221,A085E916BFA2DB17F93DDDF6D667FE2D,AECC48039B4CE90EB2773191D45BA1DD,746128 Aspergillus fumigatus,https://pubmed.ncbi.nlm.nih.gov/34006660,[],
